2023-12-31,0.0
2024-01-04,0.0
2024-01-08,0.0
2024-01-12,0.0
2024-01-16,0.0
2024-01-20,0.0
2024-01-24,0.0
2024-01-28,0.0
2024-02-01,0.0
2024-02-05,0.0
2024-02-09,0.0
2024-02-13,0.0
2024-02-17,0.0
2024-02-21,0.0
2024-02-25,0.0
2024-02-29,0.0
2024-03-04,0.0
2024-03-08,0.0
2024-03-12,0.0
2024-03-16,0.0
2024-03-20,0.0
2024-03-24,0.0
2024-03-28,0.0
2024-03-30,0.0
2024-04-01,0.0
2024-04-03,0.0
2024-04-05,0.0
2024-04-21,0.0
2024-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-06-01,20.0
2022-06-02,20.0
2022-06-03,20.0
2022-06-04,20.0
2022-06-05,20.0
2022-06-06,20.0
2022-06-05,20.0
2022-06-06,20.0
2022-06-08,20.0
2022-06-05,20.0
2023-06-06,20.0
2022-06-06,20.0
2022-06-07,20.0
2022-06-08,20.0
2022-06-10,20.0
2022-06-11,20.0
2022-06-12,20.0
2022-06-13,20.0
2022-06-14,20.0
2022-06-15,40.0
2022-06-16,40.0
2022-06-17,40.0
2022-06-18,40.0
2022-06-19,40.0
2022-06-20,40.0
2022-06-21,40.0
2022-06-22,40.0
2022-06-23,40.0
2022-06-24,40.0
2022-06-25,40.0
2022-06-26,40.0
2022-06-27,40.0
